"","note","id","sample.size","sex","category","subcategory","unit","group_name","build","author","year","population","trait","pmid","ontology","rawfile","filename","outfile","nsnp","delimiter","header","mr","chr_col","snp_col","pos_col","ea_col","oa_col","ncontrol_col","beta_col","se_col","pval_col"
"46","name=Tyrosine-protein kinase transmembrane receptor ROR1; chr=1; start=63774022; end=64181498; entrez=4919; uniprot=Q01973","prot-c-2590_69_4",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","ROR1",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2590-69_4_one.out.merged.h.tsv.gz","prot-c-2590_69_4.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2590_69_4.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"47","name=Vascular endothelial growth factor A; chr=6; start=43770184; end=43786487; entrez=7422; uniprot=P15692","prot-c-2597_8_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","VEGF",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2597-8_3_one.out.merged.h.tsv.gz","prot-c-2597_8_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2597_8_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"48","name=Tumor necrosis factor receptor superfamily member 9; chr=1; start=7915894; end=7943165; entrez=3604; uniprot=Q07011","prot-c-2598_9_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","4-1BB",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2598-9_3_one.out.merged.h.tsv.gz","prot-c-2598_9_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2598_9_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"49","name=Tumor necrosis factor ligand superfamily member 9; chr=19; start=6530999; end=6535928; entrez=8744; uniprot=P41273","prot-c-2599_51_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","4-1BB ligand",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2599-51_2_one.out.merged.h.tsv.gz","prot-c-2599_51_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2599_51_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"50","name=Angiopoietin-2; chr=8; start=6499651; end=6563409; entrez=285; uniprot=O15123","prot-c-2602_2_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","Angiopoietin-2",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2602-2_2_one.out.merged.h.tsv.gz","prot-c-2602_2_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2602_2_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"51","name=T-lymphocyte activation antigen CD80; chr=3; start=119524293; end=119559602; entrez=941; uniprot=P33681","prot-c-2603_61_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","B7",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2603-61_2_one.out.merged.h.tsv.gz","prot-c-2603_61_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2603_61_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"52","name=Tumor necrosis factor receptor superfamily member 8; chr=1; start=12063377; end=12144207; entrez=943; uniprot=P28908","prot-c-2605_49_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","CD30",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2605-49_2_one.out.merged.h.tsv.gz","prot-c-2605_49_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2605_49_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"53","name=Cytokine receptor-like factor 1:Cardiotrophin-like cytokine factor 1 Complex; chr=11|19; start=67364168|18572220; end=67374177|18607741; entrez=9244|23529; uniprot=O75462|Q9UBD9","prot-c-2607_54_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","CLF-1/CLC Complex",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2607-54_2_one.out.merged.h.tsv.gz","prot-c-2607_54_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2607_54_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"54","name=Cystatin-C; chr=20; start=23626706; end=23638473; entrez=1471; uniprot=P01034","prot-c-2609_59_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","Cystatin C",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2609-59_2_one.out.merged.h.tsv.gz","prot-c-2609_59_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2609_59_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"55","name=Tyrosine-protein kinase receptor TYRO3; chr=15; start=41557675; end=41583586; entrez=7301; uniprot=Q06418","prot-c-2611_72_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","Dtk",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2611-72_2_one.out.merged.h.tsv.gz","prot-c-2611_72_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2611_72_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"56","name=Eukaryotic translation initiation factor 5; chr=14; start=103333544; end=103345025; entrez=1983; uniprot=P55010","prot-c-2612_5_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","eIF-5",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2612-5_2_one.out.merged.h.tsv.gz","prot-c-2612_5_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2612_5_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"57","name=Ephrin-A4; chr=1; start=155063731; end=155069553; entrez=1945; uniprot=P52798","prot-c-2614_28_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","Ephrin-A4",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2614-28_2_one.out.merged.h.tsv.gz","prot-c-2614_28_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2614_28_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"58","name=Ephrin-A5; chr=5; start=107376889; end=107670895; entrez=1946; uniprot=P52803","prot-c-2615_60_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","Ephrin-A5",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2615-60_2_one.out.merged.h.tsv.gz","prot-c-2615_60_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2615_60_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"59","name=Receptor tyrosine-protein kinase erbB-2; chr=17; start=39687914; end=39730426; entrez=2064; uniprot=P04626","prot-c-2616_23_18",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","ERBB2",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2616-23_18_one.out.merged.h.tsv.gz","prot-c-2616_23_18.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2616_23_18.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"60","name=Receptor tyrosine-protein kinase erbB-3; chr=12; start=56079857; end=56103505; entrez=2065; uniprot=P21860","prot-c-2617_56_35",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","ERBB3",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2617-56_35_one.out.merged.h.tsv.gz","prot-c-2617_56_35.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2617_56_35.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"61","name=Receptor tyrosine-protein kinase erbB-4; chr=2; start=211375717; end=212538841; entrez=2066; uniprot=Q15303","prot-c-2618_10_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","ERBB4",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2618-10_2_one.out.merged.h.tsv.gz","prot-c-2618_10_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2618_10_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"62","name=Tumor-associated calcium signal transducer 2; chr=1; start=58575423; end=58577773; entrez=4070; uniprot=P09758","prot-c-2619_72_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","GA733-1 protein",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2619-72_2_one.out.merged.h.tsv.gz","prot-c-2619_72_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2619_72_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"63","name=Interleukin-6 receptor subunit beta; chr=5; start=55935095; end=55994993; entrez=3572; uniprot=P40189","prot-c-2620_4_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","gp130, soluble",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2620-4_2_one.out.merged.h.tsv.gz","prot-c-2620_4_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2620_4_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"64","name=Heme oxygenase 2; chr=16; start=4474690; end=4512305; entrez=3163; uniprot=P30519","prot-c-2622_18_1",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","HO-2",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2622-18_1_one.out.merged.h.tsv.gz","prot-c-2622_18_1.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2622_18_1.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"65","name=Protein E7_HPV16; chr=NA; start=NA; end=NA; entrez=1489079; uniprot=P03129","prot-c-2623_54_4",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","HPV E7 Type 16",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2623-54_4_one.out.merged.h.tsv.gz","prot-c-2623_54_4.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2623_54_4.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"66","name=Protein E7_HPV18; chr=NA; start=NA; end=NA; entrez=1489089; uniprot=P06788","prot-c-2624_31_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","HPV E7 Type18",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2624-31_2_one.out.merged.h.tsv.gz","prot-c-2624_31_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2624_31_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"67","name=Heat shock protein HSP 90-alpha/beta; chr=14|6; start=102080738|44246166; end=102139699|44253888; entrez=NA; uniprot=P07900|P08238","prot-c-2625_53_4",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","HSP 90a/b",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2625-53_4_one.out.merged.h.tsv.gz","prot-c-2625_53_4.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2625_53_4.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"68","name=Interleukin-1 Receptor accessory protein; chr=3; start=190514051; end=190659750; entrez=3556; uniprot=Q9NPH3","prot-c-2630_12_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","IL-1 R AcP",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2630-12_2_one.out.merged.h.tsv.gz","prot-c-2630_12_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2630_12_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"69","name=Interleukin-10 receptor subunit beta; chr=21; start=33266358; end=33297234; entrez=3588; uniprot=Q08334","prot-c-2631_50_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","IL-10 Rb",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2631-50_2_one.out.merged.h.tsv.gz","prot-c-2631_50_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2631_50_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"70","name=Interleukin-12 receptor subunit beta-1; chr=19; start=18058995; end=18098944; entrez=3594; uniprot=P42701","prot-c-2632_5_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","IL-12 Rb1",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2632-5_2_one.out.merged.h.tsv.gz","prot-c-2632_5_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2632_5_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"71","name=Interleukin-13 receptor subunit alpha-1; chr=X; start=118727572; end=118794539; entrez=3597; uniprot=P78552","prot-c-2633_52_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","IL-13 Ra1",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2633-52_2_one.out.merged.h.tsv.gz","prot-c-2633_52_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2633_52_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"72","name=Cytokine receptor common subunit gamma; chr=X; start=71107404; end=71112108; entrez=3561; uniprot=P31785","prot-c-2634_2_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","IL-2 sRg",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2634-2_2_one.out.merged.h.tsv.gz","prot-c-2634_2_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2634_2_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"73","name=Layilin; chr=11; start=111540280; end=111561745; entrez=143903; uniprot=Q6UX15","prot-c-2635_61_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","Layilin",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2635-61_2_one.out.merged.h.tsv.gz","prot-c-2635_61_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2635_61_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"74","name=Tumor necrosis factor receptor superfamily member 3; chr=12; start=6375045; end=6391571; entrez=4055; uniprot=P36941","prot-c-2636_10_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","Lymphotoxin b R",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2636-10_2_one.out.merged.h.tsv.gz","prot-c-2636_10_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2636_10_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"75","name=Macrophage mannose receptor 1; chr=10; start=17809344; end=17911170; entrez=4360; uniprot=P22897","prot-c-2637_77_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","Macrophage mannose receptor",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2637-77_2_one.out.merged.h.tsv.gz","prot-c-2637_77_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2637_77_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"76","name=Macrophage colony-stimulating factor 1 receptor; chr=5; start=150053291; end=150113372; entrez=1436; uniprot=P07333","prot-c-2638_12_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","M-CSF R",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2638-12_2_one.out.merged.h.tsv.gz","prot-c-2638_12_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2638_12_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"77","name=Macrophage-stimulating protein receptor; chr=3; start=49887002; end=49903873; entrez=4486; uniprot=Q04912","prot-c-2640_3_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","MSP R",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2640-3_2_one.out.merged.h.tsv.gz","prot-c-2640_3_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2640_3_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"78","name=Platelet-activating factor acetylhydrolase IB subunit beta; chr=11; start=117144267; end=117176894; entrez=5049; uniprot=P68402","prot-c-2642_4_1",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","PAFAH beta subunit",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2642-4_1_one.out.merged.h.tsv.gz","prot-c-2642_4_1.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2642_4_1.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"79","name=Cadherin-3; chr=16; start=68636189; end=68722616; entrez=1001; uniprot=P22223","prot-c-2643_57_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","P-Cadherin",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2643-57_2_one.out.merged.h.tsv.gz","prot-c-2643_57_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2643_57_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"80","name=Protein kinase C alpha type; chr=17; start=66302636; end=66810743; entrez=5578; uniprot=P17252","prot-c-2644_11_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","PKC-A",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2644-11_2_one.out.merged.h.tsv.gz","prot-c-2644_11_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2644_11_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"81","name=Protein kinase C zeta type; chr=1; start=2050470; end=2185395; entrez=5590; uniprot=Q05513","prot-c-2645_54_1",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","PKC-Z",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2645-54_1_one.out.merged.h.tsv.gz","prot-c-2645_54_1.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2645_54_1.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"82","name=Rab GDP dissociation inhibitor beta; chr=10; start=5765223; end=5842132; entrez=2665; uniprot=P50395","prot-c-2647_66_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","Rab GDP dissociation inhibitor beta",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2647-66_2_one.out.merged.h.tsv.gz","prot-c-2647_66_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2647_66_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"83","name=Intercellular adhesion molecule 3; chr=19; start=10333776; end=10339823; entrez=3385; uniprot=P32942","prot-c-2649_77_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","sICAM-3",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2649-77_2_one.out.merged.h.tsv.gz","prot-c-2649_77_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2649_77_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"84","name=Urokinase plasminogen activator surface receptor; chr=19; start=43646095; end=43670547; entrez=5329; uniprot=Q03405","prot-c-2652_15_1",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","suPAR",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/2652-15_1_one.out.merged.h.tsv.gz","prot-c-2652_15_1.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-2652_15_1.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
